,lat,lon,timestamp,amenity,tags,name,weight,vancouver
629,49.2724958,-123.0777288,2018-10-26T20:30:44.000-07:00,bar,"{'opening_hours': 'Mo-Su 12:00-23:00', 'website': 'https://strangefellowsbrewing.com/', 'shop': 'alcohol', 'outdoor_seating': 'no', 'phone': '+1-604-215-0092'}",Strange Fellows Tasting Room,5,True
632,49.2978643,-123.1349756,2016-08-14T22:07:31.000-07:00,drinking_water,{},Water Dispenser,5,True
633,49.2896124,-123.1321458,2016-08-14T22:57:16.000-07:00,bicycle_rental,"{'ref': '0041', 'capacity': '14', 'network': 'Mobi'}",Cardero & Robson,4,True
634,49.2911956,-123.1352164,2016-08-14T22:57:17.000-07:00,bicycle_rental,"{'ref': '0033', 'capacity': '28', 'network': 'Mobi'}",Robson & Denman,4,True
635,49.2881444,-123.1320198,2016-08-14T22:57:17.000-07:00,bicycle_rental,"{'ref': '0096', 'capacity': '18', 'network': 'Mobi'}",Nicola & Robson,4,True
637,49.2821191,-123.1336624,2018-08-29T22:33:18.000-07:00,restaurant,"{'opening_hours': 'Mo-Th 11:30-22:00; Fr 11:30-22:30; Sa 12:00-22:30; Su 12:00-22:00', 'addr:housenumber': '1231', 'addr:street': 'Davie Street'}",Ramen Koika,5,True
638,49.2815186,-123.133556,2018-06-24T04:42:17.000-07:00,bar,"{'addr:housenumber': '1216', 'website': 'http://www.xyyvr.com', 'addr:street': 'Bute Street'}",xy,5,True
642,49.2814778,-123.1336029,2016-08-15T01:05:41.000-07:00,cafe,"{'addr:housenumber': '1220', 'addr:street': 'Bute Street'}",Exile,5,True
686,49.2094419,-123.1161616,2018-10-25T14:20:57.000-07:00,pub,"{'addr:housenumber': '466', 'website': 'http://dublincrossingvancouver.com/', 'phone': '+1-604-428-8577', 'outdoor_seating': 'yes', 'addr:street': 'SW Marine Drive', 'addr:postcode': 'V5X 0C4', 'addr:city': 'Vancouver'}",Dublin Crossing Irish Pub,5,True
699,49.2713808,-123.0693525,2018-04-21T02:26:22.000-07:00,bicycle_rental,"{'ref': '0239', 'capacity': '14', 'network': 'Mobi'}",Grant & Commercial,4,True
700,49.2641012,-123.0707016,2018-04-21T02:26:23.000-07:00,bicycle_rental,"{'ref': '0254', 'capacity': '42', 'network': 'Mobi'}",Grandview Bike Lane & Commercial,4,True
701,49.2730625,-123.069863,2018-04-21T02:26:21.000-07:00,bicycle_rental,"{'ref': '0235', 'capacity': '22', 'network': 'Mobi'}",Charles & Commercial,4,True
702,49.266962,-123.0700463,2018-04-21T02:26:22.000-07:00,bicycle_rental,"{'ref': '0241', 'capacity': '14', 'network': 'Mobi'}",4th & Commercial,4,True
703,49.261412,-123.0701593,2018-04-21T02:26:24.000-07:00,bicycle_rental,"{'ref': '0244', 'capacity': '26', 'network': 'Mobi'}",10th & Commercial,4,True
704,49.274881,-123.0692936,2018-04-21T02:26:21.000-07:00,bicycle_rental,"{'ref': '0231', 'capacity': '14', 'network': 'Mobi'}",Napier & Commercial,4,True
705,49.2686186,-123.0700509,2018-04-21T02:26:22.000-07:00,bicycle_rental,"{'ref': '0240', 'capacity': '22', 'network': 'Mobi'}",2nd & Commercial,4,True
706,49.2632295,-123.0704772,2018-04-21T02:26:23.000-07:00,bicycle_rental,"{'ref': '0242', 'capacity': '38', 'network': 'Mobi'}",8th & Commercial,4,True
707,49.2769121,-123.0805868,2018-10-26T20:30:57.000-07:00,bar,"{'addr:housenumber': '1123', 'shop': 'alcohol', 'phone': '+1-604-255-4997', 'opening_hours': 'Su 12:00-22:00; Mo-Tu 15:00-22:00; We-Th 15:00-23:00; Fr 11:30-00:00; Sa 12:00-00:00', 'outdoor_seating': 'no', 'addr:street': 'Venables Street', 'addr:postcode': 'V6A 2C3', 'email': 'info@luppolobrewing.ca', 'addr:city': 'Vancouver'}",Luppolo Tasting Room,5,True
711,49.2056182,-123.0308894,2018-04-21T15:16:12.000-07:00,bank,"{'addr:province': 'BC', 'addr:housenumber': '8586', 'addr:street': 'River District Crossing', 'addr:city': 'Vancouver'}",Westminster Savings,2,True
712,49.2195297,-123.0408142,2019-02-25T19:28:28.000-08:00,fast_food,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}",Little Caesars,5,True
713,49.2193183,-123.0410871,2018-04-21T15:29:17.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '7088', 'addr:street': 'Kerr Street', 'addr:city': 'Vancouver'}",54th Ave Cafe,5,True
733,49.2811586,-123.0767324,2018-05-16T22:30:01.000-07:00,community_centre,"{'addr:housenumber': '1320', 'addr:street': 'East Hastings Street', 'phone': '+1-604-255-3739', 'addr:postcode': 'V5L 1S3', 'addr:city': 'Vancouver'}",Korean Community Centre,2,True
736,49.2081236,-123.1407827,2019-05-29T17:48:57.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'wheelchair': 'limited', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's,5,True
738,49.265883,-123.0242786,2017-08-27T20:43:26.000-07:00,fast_food,"{'cuisine': 'burger', 'addr:housenumber': '3695', 'website': 'http://www.mcdonalds.ca/', 'addr:street': 'Lougheed Highway', 'internet_access': 'wlan'}",McDonald's,5,True
741,49.212995,-123.1401,2019-05-29T17:48:57.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'wheelchair': 'limited', 'addr:housenumber': '8002', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,5,True
742,49.2625252,-123.1943817,2009-08-25T06:01:47.000-07:00,place_of_worship,"{'denomination': 'mennonite', 'religion': 'christian'}",Point Grey Inter-Mennonite Fellowship (PGIMF),1,True
745,49.2642312,-123.1011825,2018-10-14T19:44:49.000-07:00,nightclub,"{'addr:housenumber': '2321', 'website': 'http://www.foxcabaret.com', 'opening_hours': 'Mo-Th 20:00-01:00; Fr, Sa 20:00-02:00; Su 19:30-23:00', 'addr:street': 'Main Street', 'source': 'Walking', 'wikidata': 'Q38377978', 'email': 'info@foxcabaret.com'}",Fox Cabaret,5,True
746,49.2842068,-123.1002041,2016-11-05T18:56:23.000-07:00,pub,"{'opening_hours': 'Mo-Th 17:00-23:30; Fr 17:00-00:30; Sa 10:00-14:45, 17:00-00:30; Su 10:00-14:45, 17:00-23:30', 'addr:housenumber': '157', 'website': 'http://www.alibi.ca/', 'addr:street': 'Alexander Street'}",Alibi Room,5,True
747,49.2633356,-123.1144174,2019-06-09T06:12:29.000-07:00,fast_food,"{'addr:province': 'BC', 'addr:housenumber': '467', 'opening_hours': 'Mo-Su 00:00-24:00', 'cuisine': 'burger', 'outdoor_seating': 'no', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Y 1R4', 'addr:city': 'Vancouver'}",A&W,5,True
748,49.2633407,-123.114038,2014-11-23T22:51:29.000-08:00,bank,"{'opening_hours': 'Mo 09:30-17:00; Tu-Fr 09:30-19:00; Sa 09:30-15:00', 'addr:housenumber': '445', 'addr:street': 'West Broadway', 'atm': 'yes', 'addr:postcode': 'V5Y 1R4'}",Coast Capital Savings CU,2,True
749,49.2630977,-123.1172998,2018-12-16T10:09:32.000-08:00,cafe,"{'opening_hours': 'Mo-Su 07:00-19:00', 'cuisine': 'coffee_shop', 'addr:housenumber': '590', 'addr:street': 'West Broadway', 'source': 'http://www.elysiancoffee.com/'}",Elysian Coffee Roasters,5,True
751,49.2846042,-123.1245931,2019-07-14T20:19:12.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '1099', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Mo-Fr 05:30-00:00; Sa-Su 06:00-00:00', 'cuisine': 'coffee_shop', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,5,True
757,49.2467974,-123.068237,2014-07-18T04:50:33.000-07:00,fast_food,{},Subway,5,True
758,49.2480781,-123.0710507,2019-07-21T05:08:18.000-07:00,restaurant,"{'opening_hours': 'Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 09:00-22:00; Su 09:00-21:00', 'cuisine': 'vietnamese', 'addr:housenumber': '1625', 'addr:street': 'Kingsway', 'url': 'http://www.phothaihoa.com/'}",Phở Thái Hóa,5,True
759,49.2500768,-123.0754182,2019-06-02T20:53:56.000-07:00,bank,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '1427', 'addr:street': 'Kingsway', 'brand': 'CIBC', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce'}",CIBC,2,True
760,49.2397524,-123.0656589,2017-02-07T17:33:03.000-08:00,fuel,"{'description': 'Has diesel', 'addr:housenumber': '4933', 'addr:street': 'Victoria Drive', 'fuel:diesel': 'yes'}",Husky,3,True
761,49.2431859,-123.0614668,2019-07-22T07:14:11.000-07:00,bank,"{'brand:wikidata': 'Q451476', 'addr:province': 'BC', 'addr:housenumber': '2208', 'brand:wikipedia': 'en:Scotiabank', 'addr:street': 'Kingsway', 'brand': 'Scotiabank', 'addr:city': 'Vancouver'}",Scotiabank,2,True
762,49.2453283,-123.0646664,2017-10-18T13:55:26.000-07:00,fuel,"{'addr:housenumber': '2001', 'addr:street': 'Kingsway'}",Esso,3,True
764,49.2343847,-123.0359255,2019-05-27T03:58:25.000-07:00,bank,"{'brand:wikidata': 'Q666694', 'wheelchair': 'yes', 'addr:housenumber': '3297', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'opening_hours': 'Mo-Fr 09:30-17:00; Sa 09:30-16:00', 'addr:street': 'Kingsway', 'atm': 'yes', 'addr:postcode': 'V5R 5K4', 'brand': 'CIBC', 'addr:city': 'Vancouver'}",CIBC,2,True
774,49.2333893,-123.0664481,2019-07-15T16:01:47.000-07:00,Pharmacy,"{'addr:housenumber': '5639', 'shop': 'chemist', 'addr:street': 'Victoria Drive', 'url': 'http://www.londondrugs.com/Cultures/en-US/StoreLocator.htm?provid=1&cityid=13'}",London Drugs,0,True
775,49.2250307,-123.065343,2017-02-22T15:53:48.000-08:00,fuel,"{'addr:housenumber': '6502', 'addr:street': 'Victoria Drive'}",Petro Canada,3,True
776,49.2249906,-123.0543585,2016-02-09T04:47:52.000-08:00,fuel,{},Chevron,3,True
778,49.233088,-123.0657292,2017-02-13T22:14:01.000-08:00,fast_food,"{'internet_access': 'wlan', 'cuisine': 'burger'}",McDonald's,5,True
779,49.233102,-123.0659438,2017-02-07T17:35:29.000-08:00,fast_food,"{'cuisine': 'chinese', 'addr:housenumber': '5659', 'addr:street': 'Victoria Drive'}",Kent's Kitchen,5,True
780,49.233102,-123.066169,2010-07-18T06:13:52.000-07:00,atm,{},CIBC,5,True
781,49.2324925,-123.0652357,2017-08-27T23:19:32.000-07:00,bank,"{'addr:housenumber': '5710', 'addr:street': 'Victoria Drive'}",BMO,2,True
782,49.2179211,-123.0774439,2017-02-22T15:51:53.000-08:00,fuel,"{'addr:housenumber': '7309', 'addr:street': 'Knight Street'}",Chevron,3,True
783,49.2179175,-123.0766614,2010-04-18T06:23:44.000-07:00,fast_food,{'cuisine': 'pizza'},Hometown Pizza,5,True
784,49.259884,-123.0778416,2010-04-18T06:23:44.000-07:00,fuel,{},Shell,3,True
785,49.259793,-123.0771442,2010-04-18T06:23:44.000-07:00,fuel,{},Super Save Gas,3,True
786,49.2626077,-123.0779167,2017-04-06T04:12:26.000-07:00,fuel,"{'addr:housenumber': '1289', 'addr:street': 'East Broadway'}",Petro Canada,3,True
787,49.2256886,-123.0777235,2010-07-18T06:38:41.000-07:00,fast_food,{},Papa Dave's Pizza Indian Cuisine,5,True
788,49.2182762,-123.0774306,2017-05-05T21:07:40.000-07:00,fast_food,"{'cuisine': 'burger', 'addr:housenumber': '7295', 'website': 'http://www.mcdonalds.ca/', 'addr:street': 'Knight Street', 'internet_access': 'wlan'}",McDonald's,5,True
789,49.218387,-123.0766722,2017-02-22T15:52:26.000-08:00,fuel,"{'opening_hours': '24/7', 'addr:housenumber': '7282', 'addr:street': 'Knight Street'}",Petro Canada,3,True
790,49.2329149,-123.0761197,2017-07-08T05:22:57.000-07:00,pub,{},East Side Craft House,5,True
791,49.2256116,-123.0777236,2010-04-18T06:23:46.000-07:00,fast_food,{},KFC,5,True
792,49.2399746,-123.0767988,2017-08-15T15:15:30.000-07:00,fuel,"{'addr:housenumber': '1390', 'addr:street': 'East 33rd Avenue'}",Petro Canada,3,True
810,49.2843841,-123.1088901,2018-02-01T22:41:54.000-08:00,clock,"{'wheelchair': 'yes', 'addr:housenumber': '305', 'historic': 'monument', 'visibility': 'street', 'display': 'analog', 'tourism': 'attraction', 'addr:street': 'Water Street', 'wikipedia': 'en:Steam clock#Gastown steam clock', 'wikidata': 'Q477663', 'support': 'ground'}",Gastown Steam Clock,5,True
811,49.2842334,-123.1090325,2014-09-04T18:59:25.000-07:00,restaurant,"{'addr:housenumber': '300', 'addr:street': 'Water Street'}",Water Street Cafe,5,True
813,49.263537,-123.1271949,2016-03-14T16:55:28.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '102-1001', 'opening_hours': 'Mon-Fri - 11:30AM-9PM  Sat - 4:30PM-9PM  Sun - Closed', 'cuisine': 'sushi', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}",Minato Japanese Restaurant,5,True
814,49.2633884,-123.1160798,2018-10-26T20:29:54.000-07:00,fast_food,"{'addr:housenumber': '537', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'phone': '+1-604-718-1061', 'cuisine': 'burger', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Z 1E6'}",McDonald's,5,True
815,49.2635226,-123.1224895,2014-10-26T01:42:18.000-07:00,bank,{},TD Canada Trust,2,True
816,49.2635072,-123.1248994,2018-02-10T16:17:22.000-08:00,restaurant,"{'addr:housenumber': '955', 'website': 'http://www.saravanaabhavan.ca', 'phone': '+1-604-732-7700', 'opening_hours': 'Mo-Fr 11:30-15:00, 17:00-22:00; Sa-Su 11:30-22:00', 'cuisine': 'Indian;vegetarian', 'addr:street': 'West Broadway'}",Saravanaa Bhavan (South Indian),5,True
817,49.2636175,-123.1293755,2011-11-01T04:57:07.000-07:00,pharmacy,"{'addr:housenumber': '1111', 'addr:street': 'West Broadway'}",Finlandia Pharmacy,0,True
818,49.2634241,-123.1173128,2018-08-30T03:12:10.000-07:00,restaurant,{},Cactus Club Cafe,5,True
819,49.2635191,-123.1231332,2018-08-30T03:12:10.000-07:00,cafe,{},Tim Hortons,5,True
823,49.263202,-123.1081407,2010-04-23T08:02:11.000-07:00,arts_centre,{},African Arts & Drums,2,True
824,49.2631428,-123.1071369,2019-06-16T01:14:39.000-07:00,cafe,"{'opening_hours': 'Mo-Fr 06:00-19:00; Sa,Su 07:00-19:00'}",Starbucks,5,True
825,49.2636456,-123.1316944,2018-09-28T07:52:36.000-07:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1215', 'phone': '+1-604-739-9001', 'cuisine': 'korean', 'addr:street': 'West Broadway', 'addr:postcode': 'V6H 1G7', 'addr:city': 'Vancouver'}",Royal Seoul House,5,True
826,49.2635156,-123.1234175,2018-08-30T03:12:10.000-07:00,pharmacy,"{'addr:housenumber': '885', 'addr:street': 'West Broadway', 'addr:city': 'Vancouver'}",Shoppers Drug Mart,0,True
827,49.263202,-123.1079905,2010-04-23T08:02:11.000-07:00,restaurant,{},Martini's Restaurant,5,True
828,49.2633312,-123.1130836,2018-09-28T07:52:36.000-07:00,restaurant,"{'cuisine': 'japanese', 'addr:housenumber': '401', 'website': 'http://www.menyaramen.com/', 'addr:street': 'West Broadway', 'addr:postcode': 'V5Y 1R4'}",Menya Raizo,5,True
829,49.2632776,-123.1106188,2019-06-16T01:19:55.000-07:00,fast_food,"{'opening_hours': 'Su-Th 10:00-21:00; Fr,Sa 10:00-22:00', 'cuisine': 'burger'}",Fatburger,5,True
832,49.2634113,-123.1182323,2019-05-04T04:43:00.000-07:00,bank,"{'brand:wikidata': 'Q190464', 'addr:housenumber': '601', 'brand:wikipedia': 'en:HSBC', 'opening_hours': 'Mo-Th 09:30-16:00; Fr 09:30-17:00', 'addr:street': 'West Broadway', 'atm': 'yes', 'brand': 'HSBC'}",HSBC,2,True
833,49.2634842,-123.1209592,2017-12-04T15:47:00.000-08:00,doctors,{},Broadway Medical Dental,0,True
836,49.2633362,-123.113621,2019-07-20T21:53:25.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:postcode': 'V5Y 1R4', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '433', 'phone': '+1-604-569-3961', 'outdoor_seating': 'no', 'addr:street': 'West Broadway', 'brand': 'Subway'}",Subway,5,True
838,49.2634886,-123.1215189,2017-12-04T15:42:27.000-08:00,fast_food,{'cuisine': 'burger'},A&W,5,True
839,49.2370364,-123.0656459,2014-01-15T03:15:12.000-08:00,restaurant,"{'addr:housenumber': '5257', 'opening_hours': 'Mo-Su 17:00-03:00', 'cuisine': 'chinese', 'addr:street': 'Victoria Drive', 'addr:postcode': 'V5P 3V4', 'addr:city': 'Vancouver', 'capacity': '60'}",Sandy La Chinese Restaurant,5,True
840,49.2371905,-123.0650559,2010-04-25T05:16:27.000-07:00,fuel,{},Chevron,3,True
841,49.2673455,-123.112992,2019-07-20T21:54:47.000-07:00,cafe,"{'brand:wikidata': 'Q37158', 'addr:province': 'BC', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'addr:postcode': 'V5Y 3W3', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '2035', 'outdoor_seating': 'yes', 'addr:street': 'Yukon Street', 'brand': 'Starbucks'}",Starbucks,5,True
842,49.2390725,-123.0650033,2017-06-12T20:02:26.000-07:00,fast_food,{'url': 'http://www.dairyqueen.com/us-en/store-details/7706/'},Dairy Queen,5,True
843,49.2769275,-123.0815616,2019-06-26T18:40:19.000-07:00,ice_cream,"{'addr:housenumber': '1033', 'shop': 'ice_cream', 'addr:street': 'Venables Street', 'url': 'http://www.lacasagelato.com'}",La Casa Gelato,5,True
870,49.2692422,-123.0694193,2018-02-09T05:00:09.000-08:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1728', 'phone': '+1-604-251-3473', 'cuisine': 'italian', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4A3', 'addr:city': 'Vancouver'}",Federico's Supper Club,5,True
871,49.2777606,-123.0760415,2019-05-21T18:12:29.000-07:00,bar,"{'website': 'http://offtherailbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-563-5767', 'opening_hours': 'Su-Th 12:00-20:00; Fr-Sa 12:00-22:00', 'brewery': 'yes', 'email': 'trigger@offtherailbrewing.com'}",Off The Rail Tasting Room,5,True
872,49.2774745,-123.0745168,2018-06-22T04:58:26.000-07:00,bar,"{'opening_hours': 'Mo-Su 12:00-23:00', 'website': 'http://bomberbrewing.com', 'shop': 'alcohol', 'phone': '+1-604-428-7457'}",Bomber Tasting Room,5,True
880,49.2753913,-123.1096402,2016-09-16T20:32:34.000-07:00,nightclub,{},Privé,5,True
884,49.2813057,-123.1079703,2018-10-26T20:30:46.000-07:00,restaurant,"{'addr:housenumber': '117', 'internet_access': 'wlan', 'phone': '+1-778-379-2588', 'opening_hours': 'Mo-Fr 11:30-00:00; Sa 12:00-00:00', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'West Pender Street', 'addr:postcode': 'V6B 1S5', 'takeaway': 'yes', 'email': 'miraisushi117@gmail.com'}",Mirai Sushi,5,True
887,49.2736427,-123.1270603,2018-09-01T01:47:07.000-07:00,bicycle_rental,"{'ref': '0044', 'capacity': '14', 'network': 'Mobi'}",Pacific & Richards,4,True
893,49.2652855,-123.1381984,2016-09-18T03:32:14.000-07:00,bicycle_rental,"{'ref': '0069', 'capacity': '24', 'network': 'Mobi'}",7th & Granville,4,True
894,49.256832,-123.1052746,2016-09-18T03:32:14.000-07:00,bicycle_rental,"{'ref': '0133', 'capacity': '14', 'network': 'Mobi'}",Ontario & 16th,4,True
895,49.2702121,-123.1051586,2016-10-01T18:17:58.000-07:00,bicycle_rental,"{'ref': '0174', 'capacity': '32', 'network': 'Mobi'}",1st & Ontario,4,True
900,49.2584364,-123.1008086,2016-09-18T03:32:15.000-07:00,bicycle_rental,"{'ref': '0134', 'capacity': '16', 'network': 'Mobi'}",14th & Main,4,True
902,49.2702092,-123.1091321,2018-07-25T15:54:06.000-07:00,bicycle_rental,"{'ref': '0173', 'capacity': '16', 'network': 'Mobi'}",1st & Columbia,4,True
911,49.2640395,-123.1801008,2018-02-05T16:11:33.000-08:00,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '3416', 'contact:phone': '+1-604-568-9406', 'addr:street': 'West Broadway', 'addr:postcode': 'V6R 2B3', 'contact:website': 'https://www.facebook.com/GreenLeafSushi/?ref=page_internal', 'addr:city': 'Vancouver'}",Green Leaf Sushi,5,True
929,49.2467076,-123.0899705,2016-12-10T08:07:04.000-08:00,restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '4298', 'phone': '+1-604-879-4298', 'smoking': 'no', 'opening_hours': 'We-Mo:11:00-21:00; Tu off', 'cuisine': 'chinese', 'addr:street': 'Fraser Street', 'takeaway': 'yes'}",Sunlock Garden Restaurant,5,True
930,49.2467148,-123.1010057,2016-10-09T08:44:55.000-07:00,restaurant,"{'cuisine': 'vegetarian', 'addr:housenumber': '4288', 'addr:street': 'Main Street'}",Meet on Main,5,True
931,49.2832439,-123.104844,2018-05-08T03:48:34.000-07:00,restaurant,"{'diet:vegetarian': 'only', 'cuisine': 'burger', 'addr:housenumber': '12', 'addr:street': 'Water Street', 'diet:vegan': 'yes'}",Meet in Gastown,5,True
933,49.2513485,-123.101199,2018-12-02T00:35:10.000-08:00,restaurant,"{'addr:housenumber': '3755', 'website': 'http://www.boblikesthaifood.com', 'phone': '+1-604-568-8538', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'thai', 'addr:street': 'Main Street', 'addr:postcode': 'V5N 3N8', 'email': 'boblikesthaifood@gmail.com'}",Bob Likes Thai Food,5,True
934,49.2507803,-123.1011735,2019-03-19T06:05:43.000-07:00,restaurant,"{'addr:housenumber': '3825', 'website': 'https://www.thefishcounter.com/', 'phone': '+1-604-876-3474', 'opening_hours': 'Th-Mo 10:00-20:00', 'cuisine': 'fish_and_chips', 'addr:street': 'Main Street'}",The Fish Counter,5,True
940,49.2826068,-123.108081,2016-10-09T09:46:32.000-07:00,cinema,"{'addr:housenumber': '149', 'alt_name': 'Simon Fraser University Goldcorp Centre for the Arts', 'short_name': 'SFU Goldcorp Centre for the Arts', 'addr:street': 'West Hastings Street'}",Goldcorp Centre for the Arts,5,True
